Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00023193	-	I	-	3747	3909	6.128834	0.557743	0.732699
WBGene00022277	-	I	-	4116	10230	234.070633	21.301168	27.983028
WBGene00022276	-	I	+	11495	16837	733.325378	70.405083	92.490105
WBGene00022278	-	I	-	17487	26781	286.318390	27.576506	36.226845
WBGene00235381	-	I	-	22882	23600	41.950165	3.817598	5.015121
WBGene00022279	-	I	-	27591	32544	196.601074	17.891319	23.503561
WBGene00170953	-	I	+	31523	31543	0.928571	0.084503	0.111010
WBGene00173569	-	I	+	32415	32435	0.000000	0.000000	0.000000
WBGene00018773	-	I	+	113807	114704	153.816879	13.997823	18.388731
WBGene00000622	-	I	+	115739	117438	4.756121	0.526878	0.692151
WBGene00004962	-	I	+	118109	120870	65.461998	5.957249	7.825949
WBGene00022275	-	I	+	43733	44677	5.520492	0.502382	0.659972
WBGene00044345	-	I	+	47467	49857	187.008209	17.018339	22.356739
WBGene00021677	-	I	+	49919	54426	175.978714	20.713099	27.210485
WBGene00021678	-	I	-	55293	64066	41.016796	3.732658	4.903538
WBGene00000812	-	I	+	71425	81071	239.070175	25.304743	33.242462
WBGene00021683	-	I	+	81193	91020	134.563354	12.588444	16.537252
WBGene00021679	-	I	-	84991	86293	33.226414	3.023709	3.972201
WBGene00021682	-	I	+	91380	92877	207.901764	27.663780	36.341496
WBGene00021676	-	I	+	93024	94884	199.984604	18.199232	23.908060
WBGene00189949	-	I	-	94828	95367	96.535347	8.785022	11.540752
WBGene00021681	-	I	-	96544	108223	421.508209	38.401985	50.448120
WBGene00004274	-	I	-	108670	110107	3380.801758	320.009735	420.391998
WBGene00199899	-	I	-	110551	110771	0.000000	0.000000	0.000000
WBGene00199597	-	I	+	110576	110724	0.000000	0.000000	0.000000
WBGene00004418	-	I	+	111038	112295	34087.007812	3191.459473	4192.572754
WBGene00202494	-	I	-	111287	111436	0.547049	0.049783	0.065399
WBGene00023461	-	I	+	111292	111425	2.781843	0.253157	0.332568
WBGene00018774	-	I	+	112285	113721	13.614952	1.481306	1.945969
WBGene00220069	-	I	-	263502	263618	0.427350	0.038890	0.051089
WBGene00003229	-	I	+	127297	134065	1027.240967	98.553650	129.468460
WBGene00018772	-	I	+	134337	137282	6.808411	0.619587	0.813942
WBGene00018771	-	I	+	137845	144565	4.958929	0.451278	0.592838
WBGene00000253	-	I	-	146486	154850	119.182556	10.845989	14.248215
WBGene00004225	-	I	-	160172	166819	212.113052	19.439554	25.537455
WBGene00018958	-	I	+	171340	175989	121.585983	11.511447	15.122416
WBGene00201018	-	I	-	178232	178291	0.000000	0.000000	0.000000
WBGene00018957	-	I	+	178538	182161	111.198235	15.259541	20.046230
WBGene00018955	-	I	-	182079	182772	111.082092	10.108822	13.279809
WBGene00000227	-	I	+	183364	208465	95.448074	11.182700	14.690546
WBGene00023295	-	I	+	185335	185409	0.233000	0.021204	0.027855
WBGene00021666	-	I	+	209281	211732	10.535244	0.958741	1.259483
WBGene00004246	-	I	-	212256	215491	386.999542	35.218182	46.265598
WBGene00021662	-	I	+	216028	216996	51.246773	4.663619	6.126526
WBGene00255594	-	I	+	218060	219099	17.017408	1.548638	2.034423
WBGene00021664	-	I	-	219735	221575	103.311180	9.401645	12.350801
WBGene00021671	-	I	-	231692	238252	11.128332	1.012713	1.330387
WBGene00021672	-	I	-	238616	239021	0.000000	0.000000	0.000000
WBGene00021668	-	I	+	240491	245414	0.125628	0.011433	0.015019
WBGene00021673	-	I	-	248624	251580	20.376663	1.854341	2.436020
WBGene00021667	-	I	+	252118	254277	60.319599	5.489275	7.211179
WBGene00021675	-	I	-	254277	259157	182.379242	16.597090	21.803349
WBGene00015570	-	I	+	420922	423713	5.681731	0.517056	0.679248
WBGene00021733	-	I	+	398891	412915	239.547791	26.493765	34.804462
WBGene00021734	-	I	-	412911	418660	3.746427	0.340937	0.447883
WBGene00016904	-	I	+	280120	280445	15.450451	1.406040	1.847094
WBGene00016903	-	I	+	283500	286115	26.660675	2.426206	3.187271
WBGene00016905	-	I	-	286088	289185	63.045567	8.342369	10.959246
WBGene00016902	-	I	+	291215	305468	51.645615	10.141090	13.322200
WBGene00016906	-	I	-	305811	311130	127.409126	12.564502	16.505798
WBGene00002077	-	I	-	310981	314989	2219.436279	201.975739	265.332520
WBGene00235385	-	I	-	316637	318258	28.351305	2.580059	3.389385
WBGene00002079	-	I	-	318390	323352	637.668518	98.942299	129.979004
WBGene00021660	-	I	+	323855	330978	289.253967	26.323029	34.580166
WBGene00000917	-	I	+	332611	337839	196.550461	17.886715	23.497511
WBGene00021661	-	I	-	343069	348424	101.092964	9.439379	12.400372
WBGene00021658	-	I	+	347469	348357	170.152237	15.484392	20.341616
WBGene00021657	-	I	+	348460	357193	78.539543	7.147347	9.389363
WBGene00020087	-	I	-	357240	363901	61.954021	5.638012	7.406572
WBGene00020091	-	I	+	364510	368319	571.543213	82.524841	108.411652
WBGene00020088	-	I	-	368370	373445	166.693100	15.169600	19.928078
WBGene00020089	-	I	-	373571	379073	557.236694	50.710304	66.617371
WBGene00004143	-	I	-	379071	381902	2819.862305	256.616394	337.113129
WBGene00006385	-	I	+	382648	388564	196.387863	17.871918	23.478071
WBGene00020090	-	I	-	388470	394415	39.995804	3.704220	4.866179
WBGene00006593	-	I	+	443999	461605	172.572311	15.704627	20.630934
WBGene00004235	-	I	+	550696	556638	180.785767	16.452078	21.612848
WBGene00202444	-	I	+	553658	553785	0.390625	0.035548	0.046699
WBGene00021026	-	I	+	461995	462651	849.659424	77.321701	101.576355
WBGene00021027	-	I	-	462657	467131	6.326126	0.575697	0.756285
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	5.903052	0.537196	0.705707
WBGene00021025	-	I	+	477582	481954	0.659406	0.060008	0.078832
WBGene00235388	-	I	-	482040	483880	1.440485	0.131089	0.172209
WBGene00021028	-	I	-	484126	487990	8.331110	0.758157	0.995980
WBGene00021024	-	I	+	488607	489905	1086.862915	98.907967	129.933929
WBGene00001814	-	I	+	489969	496150	476.330353	43.529301	57.183792
WBGene00022035	-	I	-	496144	502042	97.981949	11.218049	14.736984
WBGene00022036	-	I	-	502932	506250	204.312332	18.593069	24.425438
WBGene00022034	-	I	+	506469	509056	806.418213	73.534630	96.601349
WBGene00022039	-	I	-	508850	511051	39.813869	5.002489	6.571695
WBGene00022037	-	I	-	511052	519800	1208.254761	119.134438	156.505112
WBGene00196781	-	I	+	512017	512166	0.106667	0.009707	0.012752
WBGene00196389	-	I	+	514364	514492	0.596899	0.054320	0.071359
WBGene00022038	-	I	-	520109	521554	188.394852	22.017590	28.924179
WBGene00195369	-	I	-	526048	526139	0.000000	0.000000	0.000000
WBGene00197961	-	I	+	530215	530326	0.000000	0.000000	0.000000
WBGene00200577	-	I	-	530395	530683	0.173010	0.015744	0.020683
WBGene00022033	-	I	+	530969	533084	530.579590	60.935905	80.050591
WBGene00220190	-	I	+	532968	533039	0.895308	0.081476	0.107034
WBGene00022043	-	I	+	534455	535344	234.817703	21.369154	28.072338
WBGene00022042	-	I	+	535791	536670	4732.235352	497.973022	654.179688
WBGene00201456	-	I	-	536804	536931	0.687500	0.062565	0.082190
WBGene00007009	-	I	+	537122	542200	733.785889	68.196449	89.588661
WBGene00220191	-	I	+	539086	539242	0.203822	0.018548	0.024367
WBGene00000434	-	I	-	565436	566414	3.367304	0.306435	0.402560
WBGene00022040	-	I	+	562736	565181	6.953733	0.632812	0.831315
WBGene00002393	-	I	+	557375	561671	46.077892	9.438079	12.398664
WBGene00044427	-	I	-	582288	583748	0.000000	0.000000	0.000000
WBGene00235390	-	I	+	585119	585376	0.000000	0.000000	0.000000
WBGene00001725	-	I	-	572177	575120	3421.020508	341.019897	447.992737
WBGene00200417	-	I	-	613290	613379	0.000000	0.000000	0.000000
WBGene00201449	-	I	+	613290	613379	0.000000	0.000000	0.000000
WBGene00002040	-	I	-	585831	607601	65.513336	5.993543	7.873628
WBGene00018923	-	I	-	614651	629444	191.486404	23.219875	30.503605
WBGene00018921	-	I	+	618160	621490	398.696747	36.954811	48.546982
WBGene00022028	-	I	+	621708	622187	43.565331	3.964583	5.208214
WBGene00022029	-	I	-	629492	636350	417.543823	94.307091	123.889809
WBGene00220188	-	I	-	630006	630218	0.178906	0.016281	0.021388
WBGene00220189	-	I	-	630926	631035	12.522314	1.139570	1.497036
WBGene00022027	-	I	+	636804	637852	562.671631	51.204903	67.267113
WBGene00022026	-	I	+	638129	653986	32.591282	7.676110	10.083992
WBGene00022030	-	I	-	645626	647242	38.037926	5.227288	6.867011
WBGene00022025	-	I	+	654090	658810	250.070465	22.757204	29.895800
WBGene00044461	-	I	-	667615	674413	0.462963	0.042131	0.055347
WBGene00022031	-	I	-	659557	663686	150.713791	14.440730	18.970572
WBGene00022032	-	I	-	664426	666900	102.911560	10.897718	14.316171
WBGene00021215	-	I	+	680408	683472	49.798199	6.110726	8.027571
WBGene00021214	-	I	-	682876	686599	43.152359	3.927001	5.158843
WBGene00021207	-	I	+	688286	691267	56.565960	5.147682	6.762433
WBGene00021210	-	I	-	692026	694948	267.623840	27.576542	36.226894
WBGene00021208	-	I	-	694982	698322	195.952332	17.832283	23.426004
WBGene00021209	-	I	-	700274	715874	188.201050	26.998375	35.467361
WBGene00004332	-	I	-	717893	719816	103.142273	11.879742	15.606239
WBGene00004028	-	I	+	719929	731078	110.001266	14.313854	18.803898
WBGene00044434	-	I	-	731068	736552	40.354458	3.672384	4.824355
WBGene00236789	-	I	+	740835	741878	3.512270	0.319628	0.419890
WBGene00000623	-	I	-	741913	745570	78.510338	7.144689	9.385872
WBGene00198328	-	I	-	742120	742286	2.922483	0.265955	0.349381
WBGene00000624	-	I	+	745859	748288	41.248184	3.775774	4.960179
WBGene00021213	-	I	-	748228	757010	152.949326	13.918873	18.285017
WBGene00023169	-	I	+	754680	754763	0.000000	0.000000	0.000000
WBGene00197162	-	I	+	757536	757618	5.746988	0.522994	0.687050
WBGene00021212	-	I	+	758756	760429	24.923246	3.721784	4.889253
WBGene00020282	-	I	-	760848	761849	124.498383	11.329746	14.883719
WBGene00020283	-	I	+	763597	770720	276.149536	28.094158	36.906879
WBGene00020281	-	I	+	770892	776369	81.145149	7.463758	9.805027
WBGene00196394	-	I	+	774365	774585	0.226244	0.020589	0.027047
WBGene00196011	-	I	-	774439	774584	0.342466	0.031165	0.040942
WBGene00201573	-	I	-	779157	779241	0.000000	0.000000	0.000000
WBGene00201667	-	I	+	788097	788219	0.000000	0.000000	0.000000
WBGene00195514	-	I	-	796997	797295	0.000000	0.000000	0.000000
WBGene00199422	-	I	-	801555	801698	0.000000	0.000000	0.000000
WBGene00022518	-	I	+	803368	835277	104.266701	14.864366	19.527096
WBGene00023398	-	I	+	803800	803872	0.000000	0.000000	0.000000
WBGene00200408	-	I	-	806419	806659	0.000000	0.000000	0.000000
WBGene00201436	-	I	+	806510	806659	0.000000	0.000000	0.000000
WBGene00202093	-	I	+	809294	809476	0.000000	0.000000	0.000000
