Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00023193	-	I	-	3747	3909	62.736195	346.568756	204.324615
WBGene00022277	-	I	-	4116	10230	0.000000	0.000000	0.000000
WBGene00022276	-	I	+	11495	16837	0.000000	0.000000	0.000000
WBGene00022278	-	I	-	17487	26781	1.146878	6.335610	3.735250
WBGene00235381	-	I	-	22882	23600	6.155772	34.005859	20.048645
WBGene00022279	-	I	-	27591	32544	6.895221	38.090740	22.456945
WBGene00170953	-	I	+	31523	31543	0.000000	0.000000	0.000000
WBGene00173569	-	I	+	32415	32435	0.000000	0.000000	0.000000
WBGene00022275	-	I	+	43733	44677	0.000000	0.000000	0.000000
WBGene00044345	-	I	+	47467	49857	0.421149	2.326521	1.371634
WBGene00021677	-	I	+	49919	54426	0.000000	0.000000	0.000000
WBGene00021678	-	I	-	55293	64066	54.090275	298.806732	176.165833
WBGene00000812	-	I	+	71425	81071	0.219662	1.214396	0.715964
WBGene00021682	-	I	+	91380	92877	0.000000	0.000000	0.000000
WBGene00021683	-	I	+	81193	91020	0.184874	1.040598	0.613500
WBGene00021679	-	I	-	84991	86293	131.450775	726.163391	428.120117
WBGene00021676	-	I	+	93024	94884	52.756081	291.436340	171.820511
WBGene00189949	-	I	-	94828	95367	0.000000	0.000000	0.000000
WBGene00021681	-	I	-	96544	108223	1.994035	11.015494	6.494344
WBGene00004274	-	I	-	108670	110107	5.918083	32.692810	19.274519
WBGene00004418	-	I	+	111038	112295	3.860129	21.324215	12.571999
WBGene00202494	-	I	-	111287	111436	0.146667	0.810221	0.477678
WBGene00023461	-	I	+	111292	111425	0.164179	0.906961	0.534712
WBGene00018774	-	I	+	112285	113721	0.000000	0.000000	0.000000
WBGene00018773	-	I	+	113807	114704	16.509874	91.204231	53.770771
WBGene00004962	-	I	+	118109	120870	0.000000	0.000000	0.000000
WBGene00000622	-	I	+	115739	117438	6.184134	34.162537	20.141016
WBGene00003229	-	I	+	127297	134065	0.144420	0.803526	0.473730
WBGene00018772	-	I	+	134337	137282	28.785048	159.015030	93.749603
WBGene00018771	-	I	+	137845	144565	0.150882	0.833506	0.491405
WBGene00000253	-	I	-	146486	154850	0.268433	1.482884	0.874256
WBGene00004225	-	I	-	160172	166819	1.547717	8.607364	5.074596
WBGene00018958	-	I	+	171340	175989	0.306920	1.791461	1.056182
WBGene00018957	-	I	+	178538	182161	0.000000	0.000000	0.000000
WBGene00018955	-	I	-	182079	182772	1.055618	5.831470	3.438027
WBGene00000227	-	I	+	183364	208465	1.594202	8.806727	5.192133
WBGene00023295	-	I	+	185335	185409	0.000000	0.000000	0.000000
WBGene00004246	-	I	-	212256	215491	5.949591	32.866867	19.377136
WBGene00021662	-	I	+	216028	216996	20.830229	115.070831	67.841667
WBGene00255594	-	I	+	218060	219099	0.000000	0.000000	0.000000
WBGene00021664	-	I	-	219735	221575	31.479101	173.897583	102.523834
WBGene00021671	-	I	-	231692	238252	41.377583	228.578995	134.762054
WBGene00021672	-	I	-	238616	239021	194.071106	1072.092041	632.067383
WBGene00021668	-	I	+	240491	245414	0.528197	2.917878	1.720277
WBGene00021673	-	I	-	248624	251580	265.431702	1466.303955	864.480652
WBGene00021667	-	I	+	252118	254277	15.355290	84.826057	50.010426
WBGene00021675	-	I	-	254277	259157	0.095284	0.526370	0.310329
WBGene00016903	-	I	+	283500	286115	0.000000	0.000000	0.000000
WBGene00016905	-	I	-	286088	289185	0.501068	2.768011	1.631921
WBGene00016902	-	I	+	291215	305468	0.031438	0.360848	0.212743
WBGene00235385	-	I	-	316637	318258	3.113226	17.198154	10.139421
WBGene00016906	-	I	-	305811	311130	1.446592	8.018388	4.727356
WBGene00002077	-	I	-	310981	314989	10.774663	59.521645	35.091843
WBGene00002079	-	I	-	318390	323352	3.984625	22.011959	12.977468
WBGene00021660	-	I	+	323855	330978	2.365592	13.068058	7.704463
WBGene00000917	-	I	+	332611	337839	3.890031	21.489399	12.669386
WBGene00021661	-	I	-	343069	348424	3.783808	21.446985	12.644380
WBGene00021658	-	I	+	347469	348357	0.000000	0.000000	0.000000
WBGene00021657	-	I	+	348460	357193	0.402746	2.224859	1.311698
WBGene00020087	-	I	-	357240	363901	2.829350	15.629960	9.214869
WBGene00020088	-	I	-	368370	373445	0.429885	2.374781	1.400086
WBGene00020091	-	I	+	364510	368319	1.973832	10.903889	6.428545
WBGene00020089	-	I	-	373571	379073	1.943375	10.735637	6.329350
WBGene00004143	-	I	-	379071	381902	6.796962	37.547935	22.136927
WBGene00006385	-	I	+	382648	388564	0.046635	0.257622	0.151885
WBGene00020090	-	I	-	388470	394415	11.857210	65.501877	38.617577
WBGene00021733	-	I	+	398891	412915	0.193144	1.066971	0.629048
WBGene00021734	-	I	-	412911	418660	0.000000	0.000000	0.000000
WBGene00006593	-	I	+	443999	461605	0.388235	2.144697	1.264437
WBGene00235387	-	I	+	471135	473890	3.001795	16.582586	9.776503
WBGene00235388	-	I	-	482040	483880	0.000000	0.000000	0.000000
WBGene00021026	-	I	+	461995	462651	1.202186	6.641144	3.915382
WBGene00021027	-	I	-	462657	467131	7.650450	42.262794	24.916639
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00021028	-	I	-	484126	487990	0.377367	2.084659	1.229041
WBGene00021024	-	I	+	488607	489905	0.000000	0.000000	0.000000
WBGene00001814	-	I	+	489969	496150	12.081738	66.794991	39.379951
WBGene00022035	-	I	-	496144	502042	0.418838	2.313755	1.364107
WBGene00022036	-	I	-	502932	506250	1.963255	10.845459	6.394097
WBGene00022034	-	I	+	506469	509056	0.000000	0.000000	0.000000
WBGene00022039	-	I	-	508850	511051	3.984816	22.013014	12.978089
WBGene00022033	-	I	+	530969	533084	0.000000	0.000000	0.000000
WBGene00220190	-	I	+	532968	533039	0.000000	0.000000	0.000000
WBGene00022043	-	I	+	534455	535344	0.000000	0.000000	0.000000
WBGene00022037	-	I	-	511052	519800	1.734217	10.035232	5.916416
WBGene00196781	-	I	+	512017	512166	0.000000	0.000000	0.000000
WBGene00196389	-	I	+	514364	514492	0.000000	0.000000	0.000000
WBGene00022042	-	I	+	535791	536670	3.814860	21.074139	12.424562
WBGene00007009	-	I	+	537122	542200	4.228667	23.651709	13.944205
WBGene00220191	-	I	+	539086	539242	0.000000	0.000000	0.000000
WBGene00000434	-	I	-	565436	566414	0.000000	0.000000	0.000000
WBGene00002393	-	I	+	557375	561671	0.000000	0.000000	0.000000
