Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00023193	-	I	-	3747	3909	7.134969	0.497510	0.650933
WBGene00022277	-	I	-	4116	10230	280.732086	19.575003	25.611567
WBGene00022276	-	I	+	11495	16837	994.113220	76.197289	99.695099
WBGene00022278	-	I	-	17487	26781	367.481201	26.948395	35.258770
WBGene00235381	-	I	-	22882	23600	50.806675	3.542669	4.635161
WBGene00022279	-	I	-	27591	32544	257.041840	17.923120	23.450272
WBGene00170953	-	I	+	31523	31543	2.380952	0.166020	0.217217
WBGene00173569	-	I	+	32415	32435	0.000000	0.000000	0.000000
WBGene00022275	-	I	+	43733	44677	2.161202	0.150697	0.197169
WBGene00044345	-	I	+	47467	49857	235.376465	16.412428	21.473711
WBGene00021677	-	I	+	49919	54426	218.259048	19.683794	25.753904
WBGene00021678	-	I	-	55293	64066	28.102467	1.959541	2.563826
WBGene00000812	-	I	+	71425	81071	266.438690	21.268259	27.826986
WBGene00021683	-	I	+	81193	91020	163.681488	11.698134	15.305618
WBGene00021679	-	I	-	84991	86293	47.291103	3.297534	4.314431
WBGene00021682	-	I	+	91380	92877	306.759613	31.304770	40.958569
WBGene00021676	-	I	+	93024	94884	241.620560	16.847820	22.043367
WBGene00189949	-	I	-	94828	95367	190.735855	13.299709	17.401089
WBGene00021681	-	I	-	96544	108223	499.562805	34.884209	45.641838
WBGene00004274	-	I	-	108670	110107	4428.225098	321.153076	420.190643
WBGene00199899	-	I	-	110551	110771	0.895928	0.062472	0.081737
WBGene00199597	-	I	+	110576	110724	0.630872	0.043990	0.057555
WBGene00004418	-	I	+	111038	112295	40909.964844	2934.821289	3839.864746
WBGene00202494	-	I	-	111287	111436	2.283845	0.159249	0.208358
WBGene00023461	-	I	+	111292	111425	3.918725	0.273246	0.357511
WBGene00018774	-	I	+	112285	113721	18.916567	1.512575	1.979025
WBGene00018773	-	I	+	113807	114704	222.409332	15.508250	20.290701
WBGene00171818	-	I	-	115656	115676	2.857143	0.199224	0.260661
WBGene00000622	-	I	+	115739	117438	6.692458	0.585325	0.765828
WBGene00004962	-	I	+	118109	120870	92.463287	6.447319	8.435550
WBGene00003229	-	I	+	127297	134065	1463.587524	107.576668	140.751266
WBGene00018772	-	I	+	134337	137282	8.489052	0.591928	0.774468
WBGene00018771	-	I	+	137845	144565	17.846962	1.244440	1.628202
WBGene00000253	-	I	-	146486	154850	171.423859	11.953115	15.639229
WBGene00004225	-	I	-	160172	166819	319.396942	22.429029	29.345718
WBGene00201018	-	I	-	178232	178291	0.616667	0.042999	0.056259
WBGene00018958	-	I	+	171340	175989	168.508545	12.236622	16.010164
WBGene00018957	-	I	+	178538	182161	137.099014	14.590605	19.090071
WBGene00018955	-	I	-	182079	182772	176.237473	12.288760	16.078381
WBGene00000227	-	I	+	183364	208465	121.367905	10.915663	14.281846
WBGene00023295	-	I	+	185335	185409	0.378667	0.026404	0.034546
WBGene00021666	-	I	+	209281	211732	5.061090	0.352902	0.461730
WBGene00004246	-	I	-	212256	215491	570.274170	39.764313	52.026878
WBGene00021662	-	I	+	216028	216996	121.157677	8.448133	11.053378
WBGene00255594	-	I	+	218060	219099	15.401018	1.073889	1.405056
WBGene00021664	-	I	-	219735	221575	154.459534	10.770219	14.091551
WBGene00021671	-	I	-	231692	238252	32.858562	2.291176	2.997731
WBGene00021672	-	I	-	238616	239021	0.000000	0.000000	0.000000
WBGene00021668	-	I	+	240491	245414	0.153545	0.010706	0.014008
WBGene00021673	-	I	-	248624	251580	31.674545	2.208616	2.889711
WBGene00021667	-	I	+	252118	254277	77.532570	5.406223	7.073400
WBGene00021675	-	I	-	254277	259157	238.545013	16.633366	21.762781
WBGene00016904	-	I	+	280120	280445	19.027027	1.326725	1.735861
WBGene00016903	-	I	+	283500	286115	43.423885	3.027879	3.961619
WBGene00016905	-	I	-	286088	289185	98.895752	11.449286	14.980030
WBGene00016902	-	I	+	291215	305468	80.757072	12.794234	16.739735
WBGene00016906	-	I	-	305811	311130	135.985596	10.374077	13.573246
WBGene00002077	-	I	-	310981	314989	2556.936035	178.291107	233.272690
WBGene00235385	-	I	-	316637	318258	44.433464	3.098275	4.053725
WBGene00002079	-	I	-	318390	323352	747.816406	88.848801	116.248093
WBGene00021660	-	I	+	323855	330978	343.157959	23.927862	31.306761
WBGene00000917	-	I	+	332611	337839	231.178543	16.119713	21.090729
WBGene00021661	-	I	-	343069	348424	106.774521	7.662705	10.025739
WBGene00021658	-	I	+	347469	348357	228.732910	15.949183	20.867611
WBGene00021657	-	I	+	348460	357193	87.035400	6.068841	7.940356
WBGene00020087	-	I	-	357240	363901	74.490540	5.194107	6.795872
WBGene00020091	-	I	+	364510	368319	791.108887	86.752220	113.504974
WBGene00020088	-	I	-	368370	373445	247.459763	17.254976	22.576086
WBGene00020089	-	I	-	373571	379073	722.288696	50.364048	65.895370
WBGene00004143	-	I	-	379071	381902	3892.168701	271.394745	355.087738
WBGene00006385	-	I	+	382648	388564	237.990891	16.594728	21.712229
WBGene00020090	-	I	-	388470	394415	59.834450	4.248178	5.558235
WBGene00015570	-	I	+	420922	423713	8.561426	0.596975	0.781070
WBGene00021733	-	I	+	398891	412915	281.595673	23.862698	31.221502
WBGene00021734	-	I	-	412911	418660	4.237329	0.295462	0.386577
WBGene00006593	-	I	+	443999	461605	207.429901	14.463758	18.924109
WBGene00021026	-	I	+	461995	462651	1117.114868	77.894653	101.915886
WBGene00021027	-	I	-	462657	467131	11.797297	0.822607	1.076283
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	9.885098	0.689272	0.901831
WBGene00021025	-	I	+	477582	481954	0.757756	0.052837	0.069131
WBGene00235388	-	I	-	482040	483880	1.651686	0.115169	0.150686
WBGene00021028	-	I	-	484126	487990	11.089855	0.773278	1.011742
WBGene00021024	-	I	+	488607	489905	1437.995728	100.269165	131.190277
WBGene00001814	-	I	+	489969	496150	557.013000	38.948151	50.959026
WBGene00022035	-	I	-	496144	502042	110.829666	9.711368	12.706170
WBGene00022036	-	I	-	502932	506250	261.903290	18.262102	23.893789
WBGene00022034	-	I	+	506469	509056	1010.470032	70.613846	92.389816
WBGene00022039	-	I	-	508850	511051	55.075642	5.283647	6.913023
