Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00018773	-	I	+	113807	114704	189.836243	14.631844	18.630745
WBGene00171818	-	I	-	115656	115676	3.571428	0.275272	0.350504
WBGene00000622	-	I	+	115739	117438	4.560484	0.351504	0.447571
WBGene00023193	-	I	-	3747	3909	6.889571	0.531021	0.676150
WBGene00022277	-	I	-	4116	10230	262.196167	20.209066	25.732229
WBGene00022276	-	I	+	11495	16837	869.350464	73.571487	93.678680
WBGene00022278	-	I	-	17487	26781	298.926117	24.215296	30.833368
WBGene00235381	-	I	-	22882	23600	44.612663	3.438571	4.378338
WBGene00022279	-	I	-	27591	32544	225.621307	17.390017	22.142733
WBGene00170953	-	I	+	31523	31543	3.500000	0.269766	0.343494
WBGene00173569	-	I	+	32415	32435	0.000000	0.000000	0.000000
WBGene00022275	-	I	+	43733	44677	1.886612	0.145413	0.185154
WBGene00044345	-	I	+	47467	49857	187.459442	14.448647	18.397484
WBGene00021677	-	I	+	49919	54426	189.612488	18.912136	24.080849
WBGene00021678	-	I	-	55293	64066	29.407087	2.266584	2.886045
WBGene00000812	-	I	+	71425	81071	234.384628	20.851875	26.550720
WBGene00021683	-	I	+	81193	91020	137.548080	10.868656	13.839075
WBGene00021679	-	I	-	84991	86293	33.362534	2.571455	3.274237
WBGene00021682	-	I	+	91380	92877	242.792953	27.390381	34.876213
WBGene00021676	-	I	+	93024	94884	217.579132	16.770157	21.353464
WBGene00189949	-	I	-	94828	95367	93.483002	7.205308	9.174528
WBGene00021681	-	I	-	96544	108223	440.771210	34.016457	43.313202
WBGene00004274	-	I	-	108670	110107	4321.804688	346.453674	441.139954
WBGene00199899	-	I	-	110551	110771	0.000000	0.000000	0.000000
WBGene00199597	-	I	+	110576	110724	0.000000	0.000000	0.000000
WBGene00004418	-	I	+	111038	112295	41449.472656	3286.860352	4185.164062
WBGene00202494	-	I	-	111287	111436	1.947204	0.150083	0.191101
WBGene00023461	-	I	+	111292	111425	2.767175	0.213283	0.271574
WBGene00018774	-	I	+	112285	113721	16.293358	1.535237	1.954819
WBGene00004962	-	I	+	118109	120870	86.786232	6.689147	8.517300
WBGene00003229	-	I	+	127297	134065	1012.665894	82.189026	104.651398
WBGene00018772	-	I	+	134337	137282	7.040236	0.542634	0.690937
WBGene00018771	-	I	+	137845	144565	12.820700	0.988170	1.258238
WBGene00000253	-	I	-	146486	154850	169.974136	13.100948	16.681456
WBGene00004225	-	I	-	160172	166819	448.719757	34.828846	44.347618
WBGene00201018	-	I	-	178232	178291	0.283333	0.021838	0.027807
WBGene00018958	-	I	+	171340	175989	197.576523	15.881572	20.222027
WBGene00018957	-	I	+	178538	182161	106.885117	12.768537	16.258194
WBGene00018955	-	I	-	182079	182772	127.240120	9.807176	12.487491
WBGene00021666	-	I	+	209281	211732	6.844768	0.527568	0.671753
WBGene00000227	-	I	+	183364	208465	103.617210	10.270018	13.076828
WBGene00023295	-	I	+	185335	185409	0.174667	0.013463	0.017142
WBGene00004246	-	I	-	212256	215491	388.189087	29.920111	38.097317
WBGene00021662	-	I	+	216028	216996	116.608421	8.987725	11.444083
WBGene00255594	-	I	+	218060	219099	15.137130	1.166711	1.485575
WBGene00021664	-	I	-	219735	221575	121.548592	9.368495	11.928917
WBGene00021672	-	I	-	238616	239021	0.000000	0.000000	0.000000
WBGene00021668	-	I	+	240491	245414	0.000000	0.000000	0.000000
WBGene00021671	-	I	-	231692	238252	26.028952	2.006211	2.554511
WBGene00021673	-	I	-	248624	251580	23.037046	1.775606	2.260882
WBGene00021667	-	I	+	252118	254277	76.672516	5.909621	7.524728
WBGene00021675	-	I	-	254277	259157	219.724854	16.935541	21.564047
WBGene00016904	-	I	+	280120	280445	23.027027	1.774834	2.259899
WBGene00016903	-	I	+	283500	286115	41.017967	3.161506	4.025550
WBGene00016905	-	I	-	286088	289185	70.747665	9.120878	11.613626
WBGene00016902	-	I	+	291215	305468	73.679337	12.377056	15.759721
WBGene00016906	-	I	-	305811	311130	148.999390	12.457143	15.861696
WBGene00002077	-	I	-	310981	314989	2426.017822	186.988068	238.092148
WBGene00235385	-	I	-	316637	318258	36.641586	2.824192	3.596047
WBGene00002079	-	I	-	318390	323352	637.701721	83.121696	105.838959
WBGene00021660	-	I	+	323855	330978	338.254730	26.071365	33.196705
WBGene00000917	-	I	+	332611	337839	208.792709	16.092934	20.491152
WBGene00021661	-	I	-	343069	348424	78.037140	6.171450	7.858116
WBGene00021658	-	I	+	347469	348357	154.284622	11.891662	15.141669
WBGene00021657	-	I	+	348460	357193	88.164757	6.795399	8.652591
WBGene00020087	-	I	-	357240	363901	57.100483	4.401084	5.603906
WBGene00020091	-	I	+	364510	368319	571.939636	69.251823	88.178436
WBGene00020088	-	I	-	368370	373445	230.102295	17.735395	22.582500
WBGene00020089	-	I	-	373571	379073	675.865295	52.093082	66.330193
WBGene00004143	-	I	-	379071	381902	3409.249023	262.771729	334.587585
WBGene00006385	-	I	+	382648	388564	214.782104	16.554573	21.078960
WBGene00020090	-	I	-	388470	394415	50.595787	3.969955	5.054949
WBGene00015570	-	I	+	420922	423713	8.211330	0.632898	0.805869
WBGene00021733	-	I	+	398891	412915	257.385925	24.147284	30.746771
WBGene00021734	-	I	-	412911	418660	4.946370	0.381247	0.485442
WBGene00006593	-	I	+	443999	461605	180.053680	13.877841	17.670673
WBGene00235390	-	I	+	585119	585376	0.000000	0.000000	0.000000
WBGene00021026	-	I	+	461995	462651	1119.134766	86.258583	109.833160
WBGene00021027	-	I	-	462657	467131	8.771172	0.676048	0.860813
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	6.251347	0.481830	0.613514
WBGene00021025	-	I	+	477582	481954	1.617688	0.124685	0.158762
