Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00023193	-	I	-	3747	3909	4.595092	0.470018	0.594872
WBGene00022277	-	I	-	4116	10230	206.441711	21.116289	26.725565
WBGene00022276	-	I	+	11495	16837	705.817871	77.228287	97.743019
WBGene00022278	-	I	-	17487	26781	200.487122	21.557358	27.283798
WBGene00235381	-	I	-	22882	23600	41.270744	4.221457	5.342835
WBGene00022279	-	I	-	27591	32544	209.527588	21.431932	27.125055
WBGene00170953	-	I	+	31523	31543	4.500000	0.460291	0.582562
WBGene00173569	-	I	+	32415	32435	0.000000	0.000000	0.000000
WBGene00022275	-	I	+	43733	44677	5.538252	0.566491	0.716972
WBGene00044345	-	I	+	47467	49857	134.235184	13.730505	17.377840
WBGene00021677	-	I	+	49919	54426	134.628082	17.825024	22.560017
WBGene00021678	-	I	-	55293	64066	44.827507	4.585268	5.803287
WBGene00000812	-	I	+	71425	81071	190.574219	22.374901	28.318512
WBGene00021683	-	I	+	81193	91020	101.605652	10.663180	13.495721
WBGene00021679	-	I	-	84991	86293	30.002699	3.068884	3.884094
WBGene00021682	-	I	+	91380	92877	166.450867	24.930408	31.552856
WBGene00021676	-	I	+	93024	94884	156.202774	15.977503	20.221724
WBGene00189949	-	I	-	94828	95367	66.964897	6.849634	8.669152
WBGene00021681	-	I	-	96544	108223	287.785645	29.477072	37.307281
WBGene00018773	-	I	+	113807	114704	139.868942	14.306765	18.107176
WBGene00000622	-	I	+	115739	117438	4.936827	0.619841	0.784494
WBGene00004274	-	I	-	108670	110107	3151.624756	335.290436	424.356140
WBGene00199899	-	I	-	110551	110771	0.932127	0.095344	0.120671
WBGene00199597	-	I	+	110576	110724	0.000000	0.000000	0.000000
WBGene00004418	-	I	+	111038	112295	34031.367188	3581.295166	4532.621094
WBGene00202494	-	I	-	111287	111436	0.800488	0.081879	0.103630
WBGene00023461	-	I	+	111292	111425	4.611411	0.471687	0.596985
WBGene00018774	-	I	+	112285	113721	13.162580	1.526207	1.931625
WBGene00004962	-	I	+	118109	120870	55.500328	5.676959	7.184971
WBGene00018772	-	I	+	134337	137282	6.484112	0.663240	0.839421
WBGene00003229	-	I	+	127297	134065	608.873413	65.705620	83.159492
WBGene00018771	-	I	+	137845	144565	2.243905	0.229522	0.290492
WBGene00000253	-	I	-	146486	154850	116.140190	11.879623	15.035296
WBGene00004225	-	I	-	160172	166819	214.700150	22.115314	27.989969
WBGene00018958	-	I	+	171340	175989	98.702812	10.520887	13.315629
WBGene00018957	-	I	+	178538	182161	76.921440	11.873997	15.028175
WBGene00018955	-	I	-	182079	182772	93.072479	9.520099	12.048992
WBGene00021666	-	I	+	209281	211732	3.842105	0.392997	0.497392
WBGene00000227	-	I	+	183364	208465	60.402119	7.954627	10.067674
WBGene00023295	-	I	+	185335	185409	0.578667	0.059190	0.074913
WBGene00004246	-	I	-	212256	215491	250.003464	25.572086	32.364990
WBGene00021662	-	I	+	216028	216996	57.555664	5.887192	7.451051
WBGene00255594	-	I	+	218060	219099	17.895920	1.830519	2.316773
WBGene00021664	-	I	-	219735	221575	78.423584	8.021708	10.152574
WBGene00021672	-	I	-	238616	239021	0.000000	0.000000	0.000000
WBGene00021668	-	I	+	240491	245414	0.144060	0.014735	0.018650
WBGene00021671	-	I	-	231692	238252	11.649236	1.191565	1.508089
WBGene00021673	-	I	-	248624	251580	26.564182	2.717169	3.438951
WBGene00021667	-	I	+	252118	254277	69.796440	7.139263	9.035719
WBGene00021675	-	I	-	254277	259157	168.466949	17.231968	21.809422
WBGene00016904	-	I	+	280120	280445	13.391891	1.369815	1.733690
WBGene00016903	-	I	+	283500	286115	26.568710	2.717632	3.439536
WBGene00016905	-	I	-	286088	289185	45.139061	7.720446	9.771286
WBGene00016902	-	I	+	291215	305468	48.052010	11.089512	14.035301
WBGene00016906	-	I	-	305811	311130	112.172890	12.489811	15.807573
WBGene00002077	-	I	-	310981	314989	1821.461426	186.311691	235.803040
WBGene00235385	-	I	-	316637	318258	30.320414	3.101382	3.925225
WBGene00002079	-	I	-	318390	323352	448.074982	78.172241	98.937706
WBGene00021660	-	I	+	323855	330978	249.277756	25.497858	32.271042
WBGene00000917	-	I	+	332611	337839	172.885086	17.683884	22.381386
WBGene00021661	-	I	-	343069	348424	60.013729	6.361087	8.050830
WBGene00021658	-	I	+	347469	348357	109.674255	11.218243	14.198228
WBGene00021657	-	I	+	348460	357193	65.404709	6.690046	8.467174
WBGene00020087	-	I	-	357240	363901	45.920277	4.697044	5.944755
WBGene00020091	-	I	+	364510	368319	338.532471	55.255318	69.933197
WBGene00020088	-	I	-	368370	373445	147.836212	15.121712	19.138603
WBGene00020089	-	I	-	373571	379073	520.973083	53.288738	67.444221
WBGene00004143	-	I	-	379071	381902	2072.729248	212.013107	268.331726
WBGene00006385	-	I	+	382648	388564	163.855072	16.760233	21.212378
WBGene00020090	-	I	-	388470	394415	37.750336	3.928761	4.972388
WBGene00015570	-	I	+	420922	423713	8.028008	0.821160	1.039291
WBGene00021733	-	I	+	398891	412915	211.420013	26.312208	33.301716
WBGene00021734	-	I	-	412911	418660	4.463230	0.456530	0.577802
WBGene00006593	-	I	+	443999	461605	103.020340	10.537634	13.336823
WBGene00021026	-	I	+	461995	462651	813.584778	83.219093	105.325188
WBGene00021027	-	I	-	462657	467131	3.445946	0.352475	0.446106
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	2.585279	0.264440	0.334685
WBGene00021025	-	I	+	477582	481954	0.591419	0.060494	0.076564
WBGene00235388	-	I	-	482040	483880	1.958333	0.200312	0.253522
WBGene00021028	-	I	-	484126	487990	8.403622	0.859581	1.087917
WBGene00021024	-	I	+	488607	489905	1046.245728	107.017265	135.445053
WBGene00001814	-	I	+	489969	496150	474.647980	48.741096	61.688557
WBGene00022035	-	I	-	496144	502042	75.795593	9.700252	12.277002
WBGene00022036	-	I	-	502932	506250	159.731415	16.338436	20.678535
WBGene00022038	-	I	-	520109	521554	184.019669	24.437614	30.929159
WBGene00022034	-	I	+	506469	509056	570.925110	58.526436	74.073242
WBGene00022039	-	I	-	508850	511051	46.552547	6.563175	8.306601
WBGene00022037	-	I	-	511052	519800	803.613281	89.080345	112.743408
WBGene00196781	-	I	+	512017	512166	0.000000	0.000000	0.000000
WBGene00196389	-	I	+	514364	514492	0.275969	0.028228	0.035726
WBGene00197961	-	I	+	530215	530326	0.000000	0.000000	0.000000
WBGene00200577	-	I	-	530395	530683	0.000000	0.000000	0.000000
WBGene00022033	-	I	+	530969	533084	441.427185	52.210758	66.079895
WBGene00220190	-	I	+	532968	533039	0.872426	0.089238	0.112943
WBGene00022043	-	I	+	534455	535344	157.435379	16.103580	20.381294
WBGene00022042	-	I	+	535791	536670	4722.105469	561.555969	710.726318
WBGene00201456	-	I	-	536804	536931	0.335938	0.034362	0.043490
WBGene00007009	-	I	+	537122	542200	591.699463	62.276039	78.818886
WBGene00220191	-	I	+	539086	539242	1.592357	0.162877	0.206144
WBGene00004235	-	I	+	550696	556638	145.575775	14.890498	18.845972
WBGene00202444	-	I	+	553658	553785	0.000000	0.000000	0.000000
WBGene00000434	-	I	-	565436	566414	1.273885	0.130302	0.164915
WBGene00022040	-	I	+	562736	565181	6.213907	0.635601	0.804441
WBGene00002393	-	I	+	557375	561671	50.112473	11.532365	14.595792
WBGene00044427	-	I	-	582288	583748	0.424430	0.043414	0.054946
WBGene00235390	-	I	+	585119	585376	0.840376	0.085959	0.108794
WBGene00001725	-	I	-	572177	575120	3339.896729	373.989990	473.335693
WBGene00200417	-	I	-	613290	613379	0.000000	0.000000	0.000000
WBGene00201449	-	I	+	613290	613379	0.000000	0.000000	0.000000
WBGene00002040	-	I	-	585831	607601	58.037365	5.967804	7.553077
WBGene00018923	-	I	-	614651	629444	164.836456	22.387524	28.334488
WBGene00018921	-	I	+	618160	621490	357.443176	37.157425	47.027824
WBGene00022028	-	I	+	621708	622187	32.082668	3.281637	4.153363
WBGene00022029	-	I	-	629492	636350	322.500580	82.207443	104.044815
WBGene00220188	-	I	-	630006	630218	0.260926	0.026689	0.033779
WBGene00220189	-	I	-	630926	631035	0.572047	0.058513	0.074056
WBGene00022027	-	I	+	636804	637852	497.205231	50.857594	64.367271
WBGene00022026	-	I	+	638129	653986	31.413218	8.843318	11.192434
WBGene00022030	-	I	-	645626	647242	35.261478	5.426067	6.867433
WBGene00022025	-	I	+	654090	658810	208.853256	21.362957	27.037758
WBGene00022031	-	I	-	659557	663686	151.647369	15.592753	19.734772
WBGene00044461	-	I	-	667615	674413	0.000000	0.000000	0.000000
WBGene00022032	-	I	-	664426	666900	103.145721	12.230213	15.479015
WBGene00021215	-	I	+	680408	683472	44.796127	6.124038	7.750812
WBGene00021214	-	I	-	682876	686599	41.613148	4.256481	5.387162
WBGene00021207	-	I	+	688286	691267	55.394394	5.666122	7.171256
WBGene00021210	-	I	-	692026	694948	229.427383	26.358187	33.359909
WBGene00021208	-	I	-	694982	698322	157.670547	16.127636	20.411739
